doc_id,language,resource_level,forward_model,back_model,labse_published,labse_pooled,labse_aligned
immunize/hepatitis_b,spanish,high,kimi-k2,claude-opus-4.5,0.8952227830886841,0.9728784561157227,0.7636572803769793
immunize/hepatitis_b,spanish,high,kimi-k2,gemini-3-pro,0.8934158682823181,0.9772687554359436,0.7715604986463275
immunize/hepatitis_b,chinese_simplified,high,kimi-k2,gpt-5.1,0.9082794189453125,0.9814491868019104,0.7633213826588222
immunize/hepatitis_b,chinese_simplified,high,kimi-k2,claude-opus-4.5,0.9084190726280212,0.9782443642616272,0.7370362792696271
immunize/hepatitis_b,chinese_simplified,high,kimi-k2,gemini-3-pro,0.9133548140525818,0.9847117066383362,0.790664153439658
immunize/hepatitis_b,vietnamese,high,kimi-k2,gpt-5.1,0.9036563038825989,0.9825589656829834,0.7698768207005092
immunize/hepatitis_b,vietnamese,high,kimi-k2,claude-opus-4.5,0.9092375636100769,0.9784294366836548,0.7292416053158897
immunize/hepatitis_b,vietnamese,high,kimi-k2,gemini-3-pro,0.9094805717468262,0.9836822748184204,0.7743565610476902
immunize/hepatitis_b,tagalog,low,kimi-k2,gpt-5.1,0.911552906036377,0.9797332286834717,0.7616222841399056
immunize/hepatitis_b,tagalog,low,kimi-k2,claude-opus-4.5,0.9044460654258728,0.978142499923706,0.7276128785950797
immunize/hepatitis_b,tagalog,low,kimi-k2,gemini-3-pro,0.906737208366394,0.9780969023704529,0.7240159639290401
immunize/hepatitis_b,russian,high,kimi-k2,gpt-5.1,0.8796797394752502,0.9610890746116638,0.7044651167733329
immunize/hepatitis_b,russian,high,kimi-k2,claude-opus-4.5,0.8812017440795898,0.9693527817726135,0.7152212985924312
immunize/hepatitis_b,russian,high,kimi-k2,gemini-3-pro,0.8884874582290649,0.9688417911529541,0.7168506171022143
immunize/hepatitis_b,korean,medium,kimi-k2,gpt-5.1,0.9018903374671936,0.9795815944671631,0.7844712308474949
immunize/hepatitis_b,korean,medium,kimi-k2,claude-opus-4.5,0.9018455147743225,0.9746392369270325,0.7265314204352242
immunize/hepatitis_b,korean,medium,kimi-k2,gemini-3-pro,0.9056310653686523,0.9765199422836304,0.766325124672481
immunize/hepatitis_b,haitian_creole,low,kimi-k2,gpt-5.1,0.9047515988349915,0.9770321249961853,0.764894996370588
immunize/hepatitis_b,haitian_creole,low,kimi-k2,claude-opus-4.5,0.91485196352005,0.9832198619842529,0.7808572905404227
immunize/hepatitis_b,haitian_creole,low,kimi-k2,gemini-3-pro,0.9046100378036499,0.9215960502624512,0.6448639162949154
immunize/hpv,spanish,high,gpt-5.1,claude-opus-4.5,0.9846209287643433,0.98326575756073,0.9150349398454031
immunize/hpv,spanish,high,gpt-5.1,gemini-3-pro,0.9739153981208801,0.9350177645683289,0.6991551568110784
immunize/hpv,chinese_simplified,high,gpt-5.1,claude-opus-4.5,0.8960918188095093,0.9773277640342712,0.7824607292811075
immunize/hpv,chinese_simplified,high,gpt-5.1,gemini-3-pro,0.891896665096283,0.9782523512840271,0.8015897572040558
immunize/hpv,vietnamese,high,gpt-5.1,claude-opus-4.5,0.8951393365859985,0.9772196412086487,0.7605729103088379
immunize/hpv,vietnamese,high,gpt-5.1,gemini-3-pro,0.8930211067199707,0.9795311689376831,0.8064496318499247
immunize/hpv,tagalog,low,gpt-5.1,claude-opus-4.5,0.8954374194145203,0.9827644228935242,0.8221108218034109
immunize/hpv,tagalog,low,gpt-5.1,gemini-3-pro,0.8891295194625854,0.9774106740951538,0.7917802333831787
immunize/hpv,russian,high,gpt-5.1,claude-opus-4.5,0.8939058184623718,0.9798470139503479,0.7979775468508402
immunize/hpv,russian,high,gpt-5.1,gemini-3-pro,0.8943621516227722,0.9750000834465027,0.7842880686124166
immunize/hpv,korean,medium,gpt-5.1,claude-opus-4.5,0.8887995481491089,0.979769229888916,0.8130439619223276
immunize/hpv,korean,medium,gpt-5.1,gemini-3-pro,0.8991880416870117,0.9704927206039429,0.7965145905812582
immunize/hpv,haitian_creole,low,gpt-5.1,claude-opus-4.5,0.8978970646858215,0.9769030809402466,0.7889244059721628
immunize/hpv,haitian_creole,low,gpt-5.1,gemini-3-pro,0.9074460864067078,0.97150719165802,0.7973183840513229
immunize/hpv,spanish,high,claude-opus-4.5,gpt-5.1,0.961700975894928,0.9814887642860413,0.8217896521091461
immunize/hpv,spanish,high,claude-opus-4.5,gemini-3-pro,0.9622185230255127,0.9796820282936096,0.823645293712616
immunize/hpv,chinese_simplified,high,claude-opus-4.5,gpt-5.1,0.9573038816452026,0.9751745462417603,0.7703236738840739
immunize/hpv,chinese_simplified,high,claude-opus-4.5,gemini-3-pro,0.9755906462669373,0.9328142404556274,0.6833294332027435
immunize/hpv,vietnamese,high,claude-opus-4.5,gpt-5.1,0.9948449730873108,0.9854304194450378,0.9239578743775686
immunize/hpv,vietnamese,high,claude-opus-4.5,gemini-3-pro,0.9888074398040771,0.9646984338760376,0.8470971162120501
immunize/hpv,tagalog,low,claude-opus-4.5,gpt-5.1,0.9694535732269287,0.9812048673629761,0.8308006028334299
immunize/hpv,tagalog,low,claude-opus-4.5,gemini-3-pro,0.9679768681526184,0.9812405109405518,0.8341231842835745
immunize/hpv,russian,high,claude-opus-4.5,gpt-5.1,0.9789139628410339,0.9842983484268188,0.9259777069091797
immunize/hpv,russian,high,claude-opus-4.5,gemini-3-pro,0.9811972379684448,0.9857970476150513,0.9417512516180674
