doc_id,model,language,resource_level,doc_category,source_words,stale_reference,labse_published,labse_pooled,labse_aligned,prof_labse_published,prof_labse_pooled
immunize/flu_inactive,claude-opus-4.5,haitian_creole,low,immunize,865,True,0.9912797808647156,0.9961717128753662,0.9767724474271139,0.8643653392791748,0.9855415225028992
immunize/flu_inactive,gemini-3-pro,spanish,high,immunize,865,False,0.9153045415878296,0.9743308424949646,0.6934475558144706,0.9106903076171875,0.9895623922348022
immunize/flu_inactive,gemini-3-pro,chinese_simplified,high,immunize,865,True,0.8775820136070251,0.9645121097564697,0.7608256836732229,0.8975719809532166,0.9772257208824158
immunize/flu_inactive,gemini-3-pro,vietnamese,high,immunize,865,True,0.8996231555938721,0.990233838558197,0.7754837175210317,0.8663105964660645,0.9664022922515869
immunize/flu_inactive,gemini-3-pro,tagalog,low,immunize,865,True,0.9063265323638916,0.9686099886894226,0.7826385696729025,0.9004240036010742,0.9852815270423889
immunize/flu_inactive,gemini-3-pro,russian,high,immunize,865,True,0.8979890942573547,0.9884454011917114,0.782872865597407,0.8824104070663452,0.9694127440452576
immunize/flu_inactive,gemini-3-pro,korean,medium,immunize,865,True,0.877770185470581,0.9624682664871216,0.7505367994308472,0.9019161462783813,0.9792079329490662
immunize/flu_inactive,gemini-3-pro,haitian_creole,low,immunize,865,True,0.9176322221755981,0.9868354797363281,0.7894161343574524,0.8742370009422302,0.9788540005683899
immunize/flu_inactive,kimi-k2,spanish,high,immunize,865,False,0.9158579111099243,0.9877299070358276,0.8113156159718832,0.8487459421157837,0.9690271615982056
immunize/flu_inactive,kimi-k2,chinese_simplified,high,immunize,865,True,0.8984723091125488,0.981838583946228,0.7513022323449453,0.8119955658912659,0.9490514993667603
immunize/flu_inactive,kimi-k2,vietnamese,high,immunize,865,True,0.9226245880126953,0.9844397902488708,0.7934213280677795,0.8956300020217896,0.9825620055198669
immunize/flu_inactive,kimi-k2,tagalog,low,immunize,865,True,0.9174976944923401,0.9894976019859314,0.7921827733516693,0.9271184206008911,0.9878437519073486
immunize/flu_inactive,kimi-k2,russian,high,immunize,865,True,0.9098010063171387,0.9867913722991943,0.7823305626710256,0.8683159351348877,0.9245312809944153
immunize/flu_inactive,kimi-k2,korean,medium,immunize,865,True,0.8953673243522644,0.9874169230461121,0.753486434618632,0.8895124197006226,0.968758761882782
immunize/flu_inactive,kimi-k2,haitian_creole,low,immunize,865,True,0.9104903936386108,0.979152500629425,0.7832017200333732,0.8973500728607178,0.9720760583877563
immunize/hepatitis_b,gpt-5.1,spanish,high,immunize,921,False,0.9933459162712097,0.9869664311408997,0.867250885282244,0.9604958891868591,0.9794787764549255
immunize/hepatitis_b,gpt-5.1,chinese_simplified,high,immunize,921,True,0.9086522459983826,0.9803270101547241,0.7594454458781651,0.8723856210708618,0.9778468608856201
immunize/hepatitis_b,gpt-5.1,vietnamese,high,immunize,921,True,0.984425961971283,0.9822225570678711,0.8569431390081134,0.9435184001922607,0.9805353879928589
immunize/hepatitis_b,gpt-5.1,tagalog,low,immunize,921,True,0.9407364726066589,0.9798213839530945,0.7701842018536159,0.8894956111907959,0.970201849937439
immunize/hepatitis_b,gpt-5.1,russian,high,immunize,921,True,0.8929852247238159,0.9856171011924744,0.7605558463505336,0.9332689642906189,0.9772700071334839
immunize/hepatitis_b,gpt-5.1,korean,medium,immunize,921,True,0.9068390130996704,0.9810299277305603,0.7687549591064453,0.9008890986442566,0.9601209759712219
immunize/hepatitis_b,gpt-5.1,haitian_creole,low,immunize,921,True,0.9373959898948669,0.9779117703437805,0.7649134482656207,0.9373388290405273,0.9802538156509399
immunize/hepatitis_b,claude-opus-4.5,spanish,high,immunize,921,False,0.9740016460418701,0.9823470115661621,0.8354329977716718,0.9484900236129761,0.9641911387443542
immunize/hepatitis_b,claude-opus-4.5,chinese_simplified,high,immunize,921,True,0.9885267019271851,0.9862222075462341,0.8891300175871167,0.9188125133514404,0.9796122312545776
immunize/hepatitis_b,claude-opus-4.5,vietnamese,high,immunize,921,True,0.994341254234314,0.9876043796539307,0.8977116984980447,0.9426825046539307,0.9768018126487732
